C:\Users\ameya\Desktop\New folder\IMG\center_2020_06_09_08_56_46_196.jpg, C:\Users\ameya\Desktop\New folder\IMG\left_2020_06_09_08_56_46_196.jpg, C:\Users\ameya\Desktop\New folder\IMG\right_2020_06_09_08_56_46_196.jpg, 0, 0, 0, 7.91577E-05
C:\Users\ameya\Desktop\New folder\IMG\center_2020_06_09_08_56_46_395.jpg, C:\Users\ameya\Desktop\New folder\IMG\left_2020_06_09_08_56_46_395.jpg, C:\Users\ameya\Desktop\New folder\IMG\right_2020_06_09_08_56_46_395.jpg, 0, 0, 0, 7.983431E-05
C:\Users\ameya\Desktop\New folder\IMG\center_2020_06_09_08_56_46_511.jpg, C:\Users\ameya\Desktop\New folder\IMG\left_2020_06_09_08_56_46_511.jpg, C:\Users\ameya\Desktop\New folder\IMG\right_2020_06_09_08_56_46_511.jpg, 0, 0, 0, 7.894117E-05
C:\Users\ameya\Desktop\New folder\IMG\center_2020_06_09_08_56_46_639.jpg, C:\Users\ameya\Desktop\New folder\IMG\left_2020_06_09_08_56_46_639.jpg, C:\Users\ameya\Desktop\New folder\IMG\right_2020_06_09_08_56_46_639.jpg, 0, 0, 0, 7.984608E-05
C:\Users\ameya\Desktop\New folder\IMG\center_2020_06_09_08_56_46_750.jpg, C:\Users\ameya\Desktop\New folder\IMG\left_2020_06_09_08_56_46_750.jpg, C:\Users\ameya\Desktop\New folder\IMG\right_2020_06_09_08_56_46_750.jpg, 0, 0, 0, 7.824248E-05
C:\Users\ameya\Desktop\New folder\IMG\center_2020_06_09_08_56_46_862.jpg, C:\Users\ameya\Desktop\New folder\IMG\left_2020_06_09_08_56_46_862.jpg, C:\Users\ameya\Desktop\New folder\IMG\right_2020_06_09_08_56_46_862.jpg, 0, 0, 0, 7.819883E-05
C:\Users\ameya\Desktop\New folder\IMG\center_2020_06_09_08_56_46_975.jpg, C:\Users\ameya\Desktop\New folder\IMG\left_2020_06_09_08_56_46_975.jpg, C:\Users\ameya\Desktop\New folder\IMG\right_2020_06_09_08_56_46_975.jpg, 0, 0, 0, 8.121258E-05
C:\Users\ameya\Desktop\New folder\IMG\center_2020_06_09_08_56_47_074.jpg, C:\Users\ameya\Desktop\New folder\IMG\left_2020_06_09_08_56_47_074.jpg, C:\Users\ameya\Desktop\New folder\IMG\right_2020_06_09_08_56_47_074.jpg, 0, 0, 0, 7.750079E-05
C:\Users\ameya\Desktop\New folder\IMG\center_2020_06_09_08_56_47_216.jpg, C:\Users\ameya\Desktop\New folder\IMG\left_2020_06_09_08_56_47_216.jpg, C:\Users\ameya\Desktop\New folder\IMG\right_2020_06_09_08_56_47_216.jpg, 0, 0, 0, 7.833147E-05
C:\Users\ameya\Desktop\New folder\IMG\center_2020_06_09_08_56_47_337.jpg, C:\Users\ameya\Desktop\New folder\IMG\left_2020_06_09_08_56_47_337.jpg, C:\Users\ameya\Desktop\New folder\IMG\right_2020_06_09_08_56_47_337.jpg, 0, 0.3654321, 0, 0.5011019
